Referencia Product,Descripción,COSTE,Referencia Proveed,Código Proveedor,Nombre Proveedor,Códig Familia,Nombre Familia,Fecha Alta,Bajo pedido,STOCK
AC-000823,RAIL ATORNILLAR U (3m),"14,850",80-228,000705,"GAYNER, S.A.",00006,RODADURA,09-10-12,bajo pedido,
AC-000824,RUEDA NYLON 10NY6,"3,300",14-11/6,000705,"GAYNER, S.A.",00006,RODADURA,09-10-12,bajo pedido,
AC-000825,RUEDA ACANALADA NYLON U 120 80-150/6”,"9,154",80-150/6,000705,"GAYNER, S.A.",00006,RODADURA,09-10-12,bajo pedido,
AC-000844,RUEDA 200 HVL6 PARA DTA-6690,"65,000",,000705,"GAYNER, S.A.",00006,RODADURA,05-11-12,bajo pedido,
AC-000847,RUEDA AMORTIGUACION HAPG6 150 APB5 B,"62,000",,000705,"GAYNER, S.A.",00006,RODADURA,13-11-12,bajo pedido,
AC-000882,RUEDA POLIAMIDA 250POB,"175,000",,000705,"GAYNER, S.A.",00006,RODADURA,28-01-13,bajo pedido,
AC-000971,ROTANTE QPG8 150 POB8,"142,500",38-150,000705,"GAYNER, S.A.",00006,RODADURA,23-05-13,bajo pedido,
AC-000972,ROTANTE BPG3 060 PGL3,"4,200",BPG3 060 PGL3,000705,"GAYNER, S.A.",00006,RODADURA,23-05-13,bajo pedido,
AC-001297,RUEDA 200 NYL6,"12,865",200 NYL6,000705,"GAYNER, S.A.",00006,RODADURA,03-06-14,bajo pedido,
AC-001538,RODILLO NYLON 085X075 NYB,"9,444",,000705,"GAYNER, S.A.",00006,RODADURA,16-12-14,bajo pedido,
AC-001566,RUEDA 1 COJINETE U200 80-146/4,"19,971",80-146/4,000705,"GAYNER, S.A.",00006,RODADURA,22-01-15,bajo pedido,
AC-001593,RODILLO NYLON 080X50 NYB,"6,918",13-03,000705,"GAYNER, S.A.",00006,RODADURA,11-02-15,bajo pedido,
AC-001912,RUEDA GUIA CABLE 80-138/16,"6,360",,000705,"GAYNER, S.A.",00006,RODADURA,15-09-15,bajo pedido,
AC-001935,POLEA GUIACABLE,"19,620",,000705,"GAYNER, S.A.",00006,RODADURA,23-09-15,bajo pedido,
AC-004511,Rodillo Vulkopan d.30x11x08,"7,400",30X11X08 RV,000705,"GAYNER, S.A.",00006,RODADURA,15-06-17,bajo pedido,
AC-000625,ANEMOMETRO CON SISTEMA PENDULAR PARA GRUAS SALIDA 4-20 MA CON CABLE 20M,"885,000",AN026,003150,"GIS IBERICA, S.L.",00005,ELECTRICIDAD,09-02-12,bajo pedido,
AC-000570,REF HG 71451ZA   TAG READER,"494,000",HG71451ZA,000709,GOTTING KG,00005,ELECTRICIDAD,04-11-11,bajo pedido,
AC-000776,Camera HG G-73841YB for connection to HG 73840,"159,412",HG G-73841YB,000709,GOTTING KG,00005,ELECTRICIDAD,12-06-12,bajo pedido,
AC-003039,"Connector for HG 73840, 20 pin","13,287",HW CON00041,000709,GOTTING KG,00005,ELECTRICIDAD,05-11-15,bajo pedido,
AC-003040,"Connector for HG 73840, 14 pin","9,658",HW CON00042,000709,GOTTING KG,00005,ELECTRICIDAD,05-11-15,bajo pedido,
AC-003240,Transponder Antenna CAN-Bus,"459,004",HG G-71453ZA,000709,GOTTING KG,00005,ELECTRICIDAD,15-12-15,bajo pedido,
AC-003248,Controlador cámara guiado HG G-73840ZC,"652,006",HG G-73840ZC,000709,GOTTING KG,00005,ELECTRICIDAD,16-12-15,bajo pedido,
AC-003368,Antena Guiado HG G-19330ZA,"298,630",HG G-19330ZA,000709,GOTTING KG,00005,ELECTRICIDAD,04-02-16,bajo pedido,
AC-003509,TAGS RFID for HG G-71453ZA Transponder Antenna CAN-Bus,"41,100",HG G-71325YA,000709,GOTTING KG,00005,ELECTRICIDAD,08-04-16,bajo pedido,
AC-000096,SENSOR DESPLAZAMIENTO POR HILO HPS-M1-075-010 750 MM,"227,000",,000707,"GUEMISA-ELECT. GUERRA Y MIRO GUEMISA, S.L.",00005,ELECTRICIDAD,16-04-10,bajo pedido,
AC-000215,POTENCIOMETRO NOVOTECHNIK IP6501,"262,000",,000707,"GUEMISA-ELECT. GUERRA Y MIRO GUEMISA, S.L.",00005,ELECTRICIDAD,16-11-10,bajo pedido,
AC-000216,SENSOR DESPLAZAMIENTO POR HILO 2 METROS,"251,900",,000707,"GUEMISA-ELECT. GUERRA Y MIRO GUEMISA, S.L.",00005,ELECTRICIDAD,29-11-10,bajo pedido,
AC-003241,GNP400 SCENE Navigation engine NUCLEUS software,"0,000",,003463,GUIDANCE AUTOMATION,00029,ACCESORIOS,15-12-15,bajo pedido,
AC-003242,Path map generation software for SCENE navigation,"0,000",,003463,GUIDANCE AUTOMATION,00029,ACCESORIOS,15-12-15,bajo pedido,
AC-000088,VENTILADOR FILTRO 22 KW,"3.270,060",R450/75,000812,HAMM & CO GMBH,00007,MECANICA,14-04-10,bajo pedido,
AC-004176,Rueda MECANUM CMA-20 (playload 100kg),"259,943",CMA-20,003559,"HANGFA - CHENGOU HANGFAHYDRAULIC ENGINEERING CO, LTD",00006,RODADURA,14-03-17,bajo pedido,
AC-003718,COLECTOR DE GIRO SRH50120-6P2/12S-001 (UL) Salida cable pos.B y D,"219,194",50120-6P2/12S-001,003453,"HangZhou Prosper Co., Limited",00005,ELECTRICIDAD,30-06-16,bajo pedido,
AC-004106,COLECTOR DE GIRO SRH50120-6P2/12S-002(UL) Salida cable pos.A y B,"219,194",50120-6P2/12S-002,003453,"HangZhou Prosper Co., Limited",00005,ELECTRICIDAD,24-02-17,bajo pedido,
AC-004616,COLECTOR DE GIRO SRH50120-12P/12S-000 (UL) Salida cable pos.B y D,"213,310",SRH50120-12P12S000,003453,"HangZhou Prosper Co., Limited",00005,ELECTRICIDAD,18-07-17,bajo pedido,
AC-001542,REDUCTOR FDAD88B-K4-90 i=151 H50,"1.007,400",,003372,HARRY WALKER EUROPE S.A.,00007,MECANICA,18-12-14,bajo pedido,
AC-001573,MOTORREDUCTOR PARALELO FZAD 89-LE112ME4-L32/40 i=39.06 H40,"999,000",,003372,HARRY WALKER EUROPE S.A.,00007,MECANICA,22-01-15,bajo pedido,
AC-001870,MOTOR 90BL 2 230-400 B5 3KW 3000RPM,"480,000",,003372,HARRY WALKER EUROPE S.A.,00007,MECANICA,13-08-15,bajo pedido,
AC-004008,Reductor FLENDER FZAD79-LE112ME4E M55,"1.039,000",2KJ33055GH224DU1,003372,HARRY WALKER EUROPE S.A.,00007,MECANICA,23-01-17,bajo pedido,
AC-004009,Reductor FLENDER FZAD79-LE112ME4E M63,"1.039,000",2KJ33055GH224DU1,003372,HARRY WALKER EUROPE S.A.,00007,MECANICA,23-01-17,bajo pedido,
AC-004035,MOTORREDUCTOR FZA79-K4-90  FLENDER SIEMENS,"599,000",FZA79-K4-90,003372,HARRY WALKER EUROPE S.A.,00007,MECANICA,30-01-17,bajo pedido,
AC-004029,Arandela HEICO-LOCK HLS-8 (200 pares),"12,316",HLS-8,003530,"Daycom2000,S.L.",00007,MECANICA,27-01-17,bajo pedido,
AC-004030,Arandela HEICO-LOCK HLS-10 (200 pares),"13,722",HLS-10,003530,"Daycom2000,S.L.",00007,MECANICA,27-01-17,bajo pedido,
AC-004031,Arandela HEICO-LOCK HLS-12 (200 pares),"24,333",HLS-12,003530,"Daycom2000,S.L.",00007,MECANICA,27-01-17,,1
AC-004032,Arandela HEICO-LOCK HLS-16 (100 pares),"32,150",HLS-16,003530,"Daycom2000,S.L.",00007,MECANICA,27-01-17,,2
AC-004033,Arandela HEICO-LOCK HLS-20 (100 pares),"48,750",HLS-20,003530,"Daycom2000,S.L.",00007,MECANICA,27-01-17,,1
AC-004094,Arandela HEICO-LOCK HLS-6 (200 pares),"12,800",HLS-6,003530,"Daycom2000,S.L.",00007,MECANICA,21-02-17,bajo pedido,
AC-004169,Arandela HEICO-LOCK HLS-18 (100 pares),"47,250",HLS-18,003530,"Daycom2000,S.L.",00007,MECANICA,14-03-17,,1
AC-004170,Arandela HEICO-LOCK HLB-18 (ala ancha) (100 pares),"71,650",HLB-18,003530,"Daycom2000,S.L.",00007,MECANICA,14-03-17,bajo pedido,
AC-004171,Arandela HEICO-LOCK HLB-20 (ala ancha) (100 pares),"83,350",HLB-20,003530,"Daycom2000,S.L.",00007,MECANICA,14-03-17,bajo pedido,
AC-004172,Arandela HEICO-LOCK HLB-22 (ala ancha) (50 pares),"123,300",HLB-22,003530,"Daycom2000,S.L.",00007,MECANICA,14-03-17,bajo pedido,
AC-004215,Arandela HEICO-LOCK HLB-8 (ala ancha) (200 pares),"13,150",HLB-8,003530,"Daycom2000,S.L.",00007,MECANICA,22-03-17,bajo pedido,
AC-004216,Arandela HEICO-LOCK HLB-6  (ala ancha) (200 pares),"11,700",HLB-6,003530,"Daycom2000,S.L.",00007,MECANICA,22-03-17,bajo pedido,
AC-004217,Arandela HEICO-LOCK HLB-10 (ala ancha) (200 pares),"22,900",HLB-10,003530,"Daycom2000,S.L.",00007,MECANICA,22-03-17,bajo pedido,
AC-004218,Arandela HEICO-LOCK HLB-12 (ala ancha) (100 pares),"32,150",HLB-12,003530,"Daycom2000,S.L.",00007,MECANICA,22-03-17,,1
AC-000078,CARRO HEPCO LBG20Z1,"26,333",LBG20FZ1,000840,"HEPCO SLIDE SYSTEMS, LTD.",00007,MECANICA,07-04-10,bajo pedido,
AC-000079,RAIL HEPCO 20 L 6500,"58,140",L 20 6500,000840,"HEPCO SLIDE SYSTEMS, LTD.",00007,MECANICA,07-04-10,bajo pedido,
AC-001097,CARRO HEPCO LBG 15F Z1,"53,337",CARRO LBG 15F Z1,000840,"HEPCO SLIDE SYSTEMS, LTD.",00007,MECANICA,09-12-13,bajo pedido,
AC-001098,RAIL GUIA HEPCO LBG 15F,"74,891",GUIA LBG 15F,000840,"HEPCO SLIDE SYSTEMS, LTD.",00007,MECANICA,09-12-13,bajo pedido,
AC-001883,CORREA DENTADA 16-T10DL-3320,"165,380",16-T10DL-3320,000822,"HERREKOR, S.L.U.",00007,MECANICA,26-08-15,bajo pedido,
AC-004572,ACOPLAMIENTO ELASTICO HELICAL WA 25 10MM-10MM,"31,650",WA251010,000822,"HERREKOR, S.L.U.",00007,MECANICA,05-07-17,bajo pedido,
AC-000617,RADIO MANDO EMISOR NOVA L C Y RECEPTOR MODULAR RX CAN BUS  HETRONIC,"1.377,500",014_DTANOVA_C,003049,"HETRONIC SPAIN, S.L.",00005,ELECTRICIDAD,06-02-12,bajo pedido,
AC-001918,"KIT STOPFLEX RACOR TALADRO Ø20,5 L300","7,440",STOPFUDIN20,003431,HIDRAULICA FLEXIBLE S.L. (HIDRAFLEX),00004,HIDRAULICA,21-09-15,bajo pedido,
AC-001919,"KIT STOPFLEX RACOR TALADRO Ø22,5 L300","7,520",STOPFUDIN22,003431,HIDRAULICA FLEXIBLE S.L. (HIDRAFLEX),00004,HIDRAULICA,21-09-15,bajo pedido,
AC-004025,Tubo hidráulico 20x3,"7,300",TH203,003431,HIDRAULICA FLEXIBLE S.L. (HIDRAFLEX),00004,HIDRAULICA,26-01-17,bajo pedido,
AC-004040,"Filtro aspiración 1""1/2 LSE-75 CORTO 168mm","19,590",LSE75,003431,HIDRAULICA FLEXIBLE S.L. (HIDRAFLEX),00004,HIDRAULICA,30-01-17,bajo pedido,
AC-000379,VOLANTE C/POMO Ø300,"71,150",34198,000830,INMASA Industrias manrique,00007,MECANICA,12-01-11,bajo pedido,
AC-000080,MOTOR ELECTRICO 24 VDC CON ACOPLAMIENTO 1303471,"390,000",1303471,003026,"HINE, S.A.",00007,MECANICA,07-04-10,bajo pedido,
AC-000192,VALVULA ANTIRRETORNO PILOTADA SIMPLE DE 3/8 (TRELSA),"15,648",VRSE3801,003026,"HINE, S.A.",00004,HIDRAULICA,27-07-10,bajo pedido,
AC-000017,MATERIAL HIDRAULICO DTA-6236,"0,000",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,28-01-10,bajo pedido,
AC-000092,ELEMENTOS HIDRAULICA ARIES DTA-6219,"1.431,000",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,14-04-10,bajo pedido,
AC-000112,SELECTORA 10L PARA FRENO HIDRAULICO IMO DTA-6274,"27,000",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,30-04-10,bajo pedido,
AC-000127,CENTRAL HIDRAULICA 100 L/MIN,"0,000",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,07-05-10,bajo pedido,
AC-000128,CENTRAL HIDRAULICA 50 L/MIN,"0,000",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,07-05-10,bajo pedido,
AC-000158,JUEGO JUNTAS PARA BOTELLAS HIDRAULICAS (DTA-4777 Y 5419),"72,500",ZP130C,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00007,MECANICA,08-07-10,bajo pedido,
AC-000349,CENTRAL HIDRAULICA ACCIONAMIENTO 4 CILINDROS HIDRAU.,"5.310,000",OF:11680710,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,06-10-10,bajo pedido,
AC-000350,MONTAJE HIDRAULICO CENTRAL Y CILINDROS H.,"0,000",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00008,MONTAJES,06-10-10,bajo pedido,
AC-000498,MATERIAL HIDRUALICO DTA-6417,"1.595,180",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,13-06-11,bajo pedido,
AC-000499,MATERIAL HIDRAULICO PLATAFORMA DTA-6478,"2.528,880",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,13-06-11,bajo pedido,
AC-000590,HIDRAULICA DTA-6510,"1.977,500",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,30-11-11,bajo pedido,
AC-000609,MATERIAL HIDRAULICO DTA-6578,"1.715,200",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,25-01-12,bajo pedido,
AC-000624,MOTOR HALDEX 3KW-48V REF. 48MA22THSWAL,"538,000",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00035,REPUESTOS,09-02-12,bajo pedido,
AC-000695,HIDRAULICA DTA-6347 PLASTUC,"1.003,900",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,22-03-12,bajo pedido,
AC-000761,MOTOR MINICENTRAL DTA-5555,"622,845",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00035,REPUESTOS,28-05-12,bajo pedido,
AC-000839,Valvula proporcional KDG4V3-2C-20N-Z-MUH7-60,"286,000",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,31-10-12,bajo pedido,
AC-000840,ELECTROVALVULA FT3-ES-0ML-024C,"53,285",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,31-10-12,bajo pedido,
AC-000891,DEPOSITO HIDRAULICIO DTA-6620,"281,800",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000892,MANOMETRO,"27,170",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000893,"BLOQUE NG06 1 ESTACION.SL 3/8""","43,230",MR.3-1G,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000894,VALVULA SEGURIDAD NG06,"59,330",FT3-MP-P/20,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000895,"BLOQUE NG06 2 ESTACIONES SL 3/8""","59,490",MR.3-2G,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000896,VALVULA PROPORCIONAL ARGO HYTOS,"176,700",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000897,"ANTIRRETORNO ELECTRICO 3/8""","132,173",OD153111824V,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000898,"ACUMULADOR MEMBRANA 0,75 LITRO","72,860","SBO200-0,75",000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000899,COLLARIN DE SUJECCION Hyrac121-129/133H8ST,"17,070",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,04-03-13,bajo pedido,
AC-000949,HIDRÁULICA DTA-6580,"2.958,970",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,06-05-13,bajo pedido,
AC-001026,HIDRÁULICA DTA-6650,"1.814,693",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,02-08-13,bajo pedido,
AC-001046,BOMBA ENGRANAJES SAUER GRUPO 3 38cc/rev,"568,730",SNP3/38-D-SC 07,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,27-09-13,bajo pedido,
AC-001090,HIDRAULICA DTA-6701 AHORRAMAS,"2.832,000",OFERTA 22061013,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,21-11-13,bajo pedido,
AC-001139,HIDRAULICA DTA-6751 VDH,"4.901,580",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,20-01-14,bajo pedido,
AC-001333,VALVULA PRIORIDAD VRFC3,"217,980",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,01-07-14,bajo pedido,
AC-001395,HIDRAULICA DTA-6818,"2.153,490",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,13-10-14,bajo pedido,
AC-001545,VALVULA ANTIRRETORNO PILOTADA BOSCH REXROTH VEI-CE-8A/8I-06,"116,970",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,26-12-14,bajo pedido,
AC-001546,ELECTROVALVULA DE DESCARGA TDZ SWH-G03-C3B-24DC-31J NG10,"99,960",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,26-12-14,bajo pedido,
AC-001547,BOMBA ENGRANAJES MARZOCCHI ALP3D60FG,"317,800",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,26-12-14,bajo pedido,
AC-001647,ELECTROVÁLVULA PR. PRM2-063,"176,700",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,24-03-15,bajo pedido,
AC-003044,Aforador gasoil LM1FA500,"88,880",LM1FA500,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00005,ELECTRICIDAD,05-11-15,bajo pedido,
AC-003823,Intercambiador aire-aceite a 24V DC con termostato APL-430,"690,575",APL-430/2-24V DC-T,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,14-09-16,bajo pedido,
AC-003905,Intercambiador aire-aceite BC 210 24V,"200,000",BC 210 24V,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,20-10-16,bajo pedido,
AC-004146,CARTUCHO FILTRO 0165 R 020 BN4HC,"52,020",HID11994,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,08-03-17,bajo pedido,
AC-004206,TUBO 12X1.5 (BARRAS 6 MTS),"2,790",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,21-03-17,bajo pedido,
AC-004207,TUBO 16x2 (BARRA 6MTS),"3,900",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,21-03-17,bajo pedido,
AC-004292,TUBO 25X3 (BARRA 6MTS),"6,360",,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,06-04-17,bajo pedido,
AC-004324,Filtro 160lts. c/cartucho fibra org.20micras,"205,000",LPF ON160 GE 20,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,10-04-17,bajo pedido,
AC-004350,Indicador nivel visual y eléctrico de mín integrado FSK 254 2.4/2/-/12/Z4,"97,010",3112302,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,18-04-17,bajo pedido,
AC-004351,Válvula igualación cilindro elevación 40l/min 250 bar OD1531183AS000,"104,300",R901082015,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,18-04-17,bajo pedido,
AC-004352,Bobina 24V para válvula igualación S8.356HRL 24DC,"18,270",R901083065,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,18-04-17,bajo pedido,
AC-004353,"Colector aluminio G3/8"" 250bar para válvula igualación VEIC38C018","48,900",R93400154,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,18-04-17,bajo pedido,
AC-004358,Conector con led 24V para válvula igualación KA132L34T9,"3,320",KA132L34T9,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,18-04-17,bajo pedido,
AC-004359,Acumulador 0.75L SB0210-0.75E1/112U-210AK,"67,900",SB0210-0.75E1/112U,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,18-04-17,bajo pedido,
AC-004360,Collarín acumulador 0.75L,"20,240",444908,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,18-04-17,bajo pedido,
AC-004478,NIVEL ELECTRICO LM1FA250,"68,480",LM1FA250,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,30-05-17,bajo pedido,
AC-004557,COLLARÍN ACUMULADOR HyRac 121-129/133H8ST,"24,520",HYR121-129/133H8ST,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,26-06-17,bajo pedido,
AC-004636,NIVEL VISUAL HYDAC FSA-381-2.X/TSE80/12,"0,000",FSA-381-2.X/TSE80/,000831,HINECO-HIDRAUL. NEUMAT Y CONECTORES,00004,HIDRAULICA,28-07-17,bajo pedido,
AC-000074,Ref.  100.103 085 CUCHILLA PARA ROMPE-TUERCA HNC 1536 UN,"78,000",100.103 085,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,06-04-10,bajo pedido,
AC-000075,Ref. 100.103.084 CUCHILLA PARA ROMPE-TUERCA HNC 3250 U,"108,000",100.103.084,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,06-04-10,bajo pedido,
AC-000076,Ref. 390.511.155 ACOPLAMIENTO MACHO,"2,200",390.511.155,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,06-04-10,bajo pedido,
AC-000077,Ref. 390.511.048 ACOPLAMIENTO HEMBRA,"21,400",390.511.048,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,06-04-10,bajo pedido,
AC-000089,Ref. 150.113.157  CUCHILLA PARA CIZALLA BCT 4120,"239,000",150.113.157,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,14-04-10,bajo pedido,
AC-000104,"REF. 110.142.003 BOMBA MANUAL 1000 BARS HTWX 1800 BU, CON ACOPL. A214","0,000",110.142.003,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,22-04-10,bajo pedido,
AC-000105,"REF. 110.142.004 BOMBA PIE 1000 BARS FTWX 1800 BU, CON ACOPL. A 214","0,000",110.142.004,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,22-04-10,bajo pedido,
AC-000106,"REF. 110.572.030 MANGUERA X 3 MR, CON ACOPL. A215","0,000",110.572.030,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,22-04-10,bajo pedido,
AC-000107,REF. 110.582.348 MANOMETRO SET A 148 U,"0,000",110.582.348,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,22-04-10,bajo pedido,
AC-000108,REF. 110.582.240 PIEZA-T A 240 U,"0,000",110.582.240,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,22-04-10,bajo pedido,
AC-000131,Ref. 220.000.005  CORTA ACERO TSC-32E1,"0,000",220.000.005,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,07-05-10,bajo pedido,
AC-000132,Ref. 170.013.056  CUCHILLA PARA CIZALLA ICU 05 A 30,"379,000",170.013.056,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,07-05-10,bajo pedido,
AC-000138,Ref. 100.562.009  CUÑA HIDRAULICA HW 1000,"0,000",100.562.009,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,01-06-10,bajo pedido,
AC-000149,"REF. 100.571.102 MANGUERA H 2 SO, SIN ACOPLAMIENTO, 2M","0,000",100.571.102,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,30-06-10,bajo pedido,
AC-000150,REF. 100.113.441 KIT REPARACION OS HHG 30,"0,000",100.113.441,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,30-06-10,bajo pedido,
AC-000151,REF. 100.113.761 KIT DE REPARACION OS HHJ 110,"0,000",100.113.761,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,30-06-10,bajo pedido,
AC-000152,"REF. 100.141.005 BOMBA MANUAL HTM 1800 B, 2 ETAPAS, SIMPLE EFECTO","0,000",100.141.005,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,30-06-10,bajo pedido,
AC-000153,"REF. 100.141.008 BOMBA PIE FTW 1800 B, 2 ETAPAS, SIMPLE EFCETO","0,000",100.141.008,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,30-06-10,bajo pedido,
AC-000176,"Ref. 100.541.022 BOMBA MANUAL HTS 550 A, SIMPLE EFECTO","165,000",100.541.022,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,20-07-10,bajo pedido,
AC-000177,Ref. 100.181.108 ADAPTADOR PARA MANOMETRO A108,"24,700",100.181.108,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,20-07-10,bajo pedido,
AC-000178,"Ref. 100.582.500 MANOMETRO A500, 0-720 BAR","61,300",100.582.500,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,20-07-10,bajo pedido,
AC-000179,Ref. 350.581.160 PROTECTOR,"8,500",350.581.160,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,20-07-10,bajo pedido,
AC-000180,Ref. 150.113.251 JG. MANTENIMIENTO OS HTS 550 A,"8,400",150.113.251,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,20-07-10,bajo pedido,
AC-000181,"Ref. 100.572.102  MANGUERA H2 SOU, CON ACOPL., 2M","0,000",100.572.102,000810,HOLMATRO INDUSTRIAL EQUIPMENT B.V.,00020,HOLMATRO,20-07-10,bajo pedido,
