Cód.,D.N.I / C.I.F.,Nombre,Dirección,Provincia,Población,C.P.,Teléfono,Email,País,País ISO,Forma de pago,Descripción forma de pago,Divisa,Régimen IVA
003219,B11303476,"MATERIAL INDUSTRIAL Y NAVAL, S.L.","Plaza de Madrid, 3",Cádiz,CADIZ,11010,956 255969,,España,ES,,,EUR,General
003220,B48711626,"RALOGA RENTAL, S.L.","Ctra. N-634, Km. 106,4",Vizcaya,ETXEBARRI,48450,944 262 861,Ramón L. Inza (rli@angelvivanco.com),España,ES,,Contado,EUR,General
003221,B13370333,"DIVISEGUR, S.L.",Po´. Ind. Las Arenas - C/Los P,Madrid,PINTO,28320,,,,ES,,Contado,EUR,General
003222,A78388493,"TELCE, S.A.",C/Cañada de Recueros 20A,Madrid,FUENLABRADA,28946,916 421 231,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003223,,IRVING SHIPBUILDING INC.  - HALIFAX SHIPYARD,3099 Barrington St - P.O. Box,Extranjero,HALIFAX NS B3K 5M7 CA,3099,902 423 9271,,Canadá,CA,,Transferencia a 60 días f.f.,CND,Exento
003224,A35000173,"REPNAVAL-REPARACIONES NAVALES CANARIAS, S.A.","C/Cía. Trasatlántica Española,",Las Palmas,LAS PALMAS DE GRAN CANARIA,35008,928 467 521,repnaval@repnaval.com,España,ES,,Transferencia a 60 días f.f.,EUR,Exento
003225,,VALEO LIGHTING INJECTION SA,DJ 691 Km 8 + 775 Jud. Timis,Extranjero,GIARMATA,30721,+40 731 240581,radu.boitos@valeo.com,Rumanía,RO,,,EUR,U.E.
003226,,CARRETILLAS MAYOR,,,,,+34 610 738 0,a.oporto@cmayor.es,,,,Pago a 60 días f.f.,EUR,General
003227,,AISIN EUROPE MANUFACTURING CZECH s.r.o.,Cizovská 456,Extranjero,PISEK,397 0,382 909 151,,,,,Contado,EUR,U.E.
003228,B15292931,"ELECTRICIDAD ALYCAR, S.L.","Pol. Ind. La Gandara, Parc. Nº",La Coruña / A Coruña,FERROL,15570,981 320481,administracion@electricidad.alycar.com,España,ES,,,EUR,General
003229,A08766099,"SETRAM, S.A.",Calle Y (Edificio Setram),Barcelona,PUERTO DE BARCELONA,08040,93 289 56 81,jdelpeso@setram.com,España,ES,,Transferencia a 60 días f.f.,EUR,General
003230,,GRI WIND STEEL SOUTH AFRICA PROPIETARY LIMITED,John van Niekerk Street - Atla,Extranjero,"DASSENBERG, 7349",7350,,,,,,,EUR,Exento
003231,B31907330,"GAMESA EOLICA, S.L.U.",Polígono AOIZ AR-3,Navarra,AOIZ,31430,948 138 205,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003232,B84518620,"STAHL CRANESYSTEMS, S.L.","Av. de la Industria, 53, Nave",Madrid,ALCOBENDAS,28108,91 484 08 65,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003233,B36935328,"ACOPAFI, S.L.","Avenida Atlántida, 9",Pontevedra,VIGO,36208,986 248342,,España,ES,,,EUR,General
003234,A50017961,"INMASA-INDUSTRIAS MANRIQUE, S.A.",Ctra. Castellón Km. 7 - La Car,Zaragoza,ZARAGOZA,50720,976 500 498,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003235,A08122574,"MACLA, S.A.","Pol. Ind. El Cros, Nave 5",Barcelona,ARGENTONA,08310,,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003236,Q2867021D,SASEMAR - E.P.E. SOCIEDAD DE SALVAMENTO Y SEGURIDAD MARITIMA,"C/Fruela, 3",Madrid,MADRID,28011,91 7559187,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003237,B15037716,"TALLERES ELECTRICOS BLASCAR, S.L.U.","Muelle San Diego, s/n",La Coruña / A Coruña,A CORUÑA,15006,981 293 881,info@talleresblascar.com,España,ES,,Contado,EUR,General
003238,,"BABCOCK & WILCOX DE MONTERREY, S.A. DE C.V.",Valle Alegre No. 136 Col. Vall,Extranjero,"CD, GUADALUOE, N.L. MEXICO",67130,+81 8131 5260,,Méjico,MX,,Pago a 45 días f.f.,EUR,Exento
003239,A28049161,"SEAT, S.A.","Autovía A-2, Km. 585",Barcelona,MARTORELL,08760,93 7744308,,España,ES,,,EUR,General
003240,A79247433,"GOMYL, S.A.U.","Calle deenta, 19",Madrid,MECO,2880,91 887 70 00,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003241,A20081006,"STERN HIDRÁULICA, S.A.","Bº Elbarrena, s/n – Polígono 1",Guipúzcoa,ZIZURKIL,20159,943 692 862,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003242,A28000727,"BANCO POPULAR ESPAÑOL, S.A.","Calle Velázquez, 34",Madrid,MADRID,28001,,00750273@bancopopular.es,España,ES,,Contado,EUR,General
003243,A38354460,"GRAN TELESCOPIO DE CANARIAS, S.A.",Instituto de Astrofísica de Ca,Sta. Cruz de Tenerife,LA LAGUNA,38205,922 315 031,,España,ES,,,EUR,Exento
003244,B95083481,"SERVICIOS SIDERURGICOS INTEGRALES, S.L.","C/Alameda Rekalde, 27, 6ª plan",Vizcaya,BILBAO,48009,94 635 55 14,,España,ES,,,EUR,General
003245,B11016540,"OSMAC, S.L.",Pol. Ind. Salinas San José - C,Cádiz,PUERTO DE SANTA MARIA,11500,,,España,ES,,Contado,EUR,General
003246,B91531814,"SOFITEC COMPOSITES, S.L.","C/Hidroavión NC-4, Nº 9",Sevilla,LA RINCONADA,41300,954 115 123,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003247,,MOKVELD VALVES BV,"Nijverheidsstraat 67, P.O. Box",Extranjero,AE GOUDA,NL280,+31 182 59 75 0,,Holanda,NL,,,EUR,U.E.
003248,A74325242,"DESARROLLO DE OPERACIONES METALURGICAS, S.A.",Parque Empresarial Principado,Asturias,AVILES,33417,,,España,ES,,Contado,EUR,General
003249,,"ELEKTROMEK, LLC","9100 South Dadeland Boulevard,",Extranjero,"MIAMI, FLORIDA",33156,+001 305 670 80,,USA,US,,Contado,EUR,Exento
003250,,"KIEWIT OFFSHORE SERVICES, LTD",P.O. Box 452500,Extranjero,Omaha NE 68145-2500,NE681,+001 (361)77543,,España,ES,,,USD,Exento
003251,B36647725,"MONTAJES GROB, S.L.","Avda. Orillamar, 2399, 2º",Pontevedra,VIGO,36208,,,España,ES,,,EUR,General
003252,,KIA MOTORS MEXICO,"Boulevard Díaz Ordaz, núm. 140",Extranjero,"MONTERREY, NUEVO LEON",64650,55-56517521,,Méjico,MX,,,USD,Exento
003253,,SUFFECTA LLC,"Proezd  Serebryakova, 14 , bui",Extranjero,MOSCOW (Russian Federation),12934,+7 495 646 89 2,,Rusia,RU,,,EUR,Exento
003254,,ALSTOM WIND FRANCE SAS OFFSHORE,TSA 90301 - 3 Avenue des trois,Extranjero,BELFORT Cedex,90041,,,Francia,FR,,Transferencia a 60 días f.f.,EUR,U.E.
003255,PT502616695,"VOLKSWAGEN AUTOEUROPA, LDA",Quinta da Marquesa,Extranjero,Portugal,2954-,351 21-211 2523,Joana.Pereira@Volkswagen.pt,,,,,EUR,U.E.
003256,B48679401,"FORJANOR, S.L.","Camino del Molino, 5-PI P,29",Madrid,COLLADO VILLALBA,28400,91 856 14 14,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003257,A59555540,"DRASSANES DALMAU, S.A.","Moll de LLevant, s/n Puerto",Barcelona,ARENYS DE MAR,08350,93 792 24 28,,España,ES,,,EUR,General
003258,,MORESU-MONTACARGAS Y REFACCIONES DEL SURESTE,"16 de Septiembre  6310, Col Bu",Extranjero,"PUEBLA, PUEBLA",72580,01 222 5005241,,Méjico,MX,,Contado,EUR,Exento
003259,F06351530,TOMATES DEL GUADIANA S. COOP.,"Ctra. Yelbes, s/n",Badajoz,SANTA AMALIA,06410,924 82 00 11,,España,ES,,,EUR,General
003260,B61904389,"ARYZTA BAKERIES IBERIA, S.L.U.","Ctra. Alcalá-Daganzo, M-118, K",Madrid,DAGANZO,28814,81 884 12 50,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003261,,"COMMERCIARE CAIA, S.A. DE C.V.","32 Norte 29 A, San Andres Chol",Extranjero,PUEBLA,72820,,,Méjico,MX,,Contado,EUR,General
003262,,PEINEMANN HEFTRUCKS BV,Postbus 189,Extranjero,3190 AD HOOGVLIET,3190,,,Holanda,NL,,Contado,EUR,U.E.
003263,,EURIDIS SUD OUEST,6 Rue Federico Garcia Lorca,Extranjero,TOULOUSE,31100,,,Francia,FR,,Transferencia a 60 días f.f.,EUR,U.E.
003264,,"AMCOR EMBALAGENS DA AMAZONIA, S.A.","Rua Anhanduí, 306 ED. D",Extranjero,FLORES - MANAUS/AM,69048,+55 11 4589 306,,Brasil,BR,,,EUR,Exento
003265,A28059269,"FUNDICIONES DEL ESTANDA, S.A.","Antzizar, 17",Guipúzcoa,BESAIN,20200,943 880 500,,España,ES,,,EUR,General
003266,,MODELL MOBLER AS,Skibasen 7,Extranjero,KRISTIANSAND S,4636,+38 12 79 90,,Noruega,NO,,,EUR,Exento
003267,91-171108700,"MTORRES AMERICA, INC.","MTorres Innovation Center, 905",Extranjero,"Everett, WA 98203 SEATTLE (USA",98203,+1 425 984 2700,,USA,US,,Transferencia a 60 días f.f.,USD,En exportación
003268,,BIGORRE INGENIERIE,"33 Avenue General Leclerc, 652",Extranjero,BAGNERES DE BIGORRE,65200,(05) 62958584,,Francia,FR,,Pago a 45 días f.f.,EUR,U.E.
003269,B84816925,"ABANTI, S.L.","Alcalá, 26",Madrid,MADRID,28022,,,España,ES,,Contado,EUR,General
003270,,"AZTEC DISEÑO E INGENIERIA., S.A. DE C.V.",Av. Universidad # 308 - Col. S,Extranjero,AGUASCALIENTES,,,,Méjico,MX,,Contado,EUR,En exportación
003271,B11515855,"MAVE AERONAUTICA, S.L.",Recinto interior de la Zona Fr,Cádiz,CADIZ,11011,628 05 35 43,,España,ES,,,EUR,General
003272,B91668137,"ALESTIS AEROSPACE, S.L.",Parque Aeronáutico de Andalucí,Sevilla,LA RINCONADA,41300,955 34 30 20,,,ES,,,EUR,General
003273,B80790793,"TRANSMISIONES TAMARGO Y SEVILLA, S.L.","C/Francisco Alonso, 3 33-35",Madrid,ALCALA DE HENARES,28806,91 1045010,ttstamargo@ttstamargo.com,,ES,,,EUR,General
003274,,"OZEC-EQUIPAMENTOS INDUSTRIAIS, LDA",P.I. Brejos Carreteiros - Esc,Extranjero,PALMELA,,+351 212 139 39,,Portugal,PT,,Contado,EUR,U.E.
003275,F48034599,"EKIN, S. COOP.","Pgno. Arriagane - Bº Boroa, s/",Vizcaya,AMOREBIETA,48340,94 673 11 12,,España,ES,,Pago a 60 días f.f.,EUR,General
003276,44315115A,DAVID CACERES GONZALEZ,"C/Tecén, 101",Las Palmas,LAS PALMAS DE GRAN CANARIA,35009,928 466 075,,España,ES,,Contado,EUR,Exento
003277,A08517021,"IMCAR, S.A.","Constitució, 94 - P. I. Les Gr",Barcelona,Sant Feliu,08980,93 685 00 99,,España,ES,,,EUR,General
003278,B62021589,AST MODULAR S.L.,C/ COTO Nº 1-9,Barcelona,SANT BOI DE LLOBREGAT,08830,ÑA,INFO@ASTMODULAR.COM,España,ES,,,EUR,General
003279,911599252,LEFDAL MINE DATACENTER AS      (MAALOY),GATE 1 57,,6700 MALOY  VAGSOY,,90 04 05 95,,Noruega,NO,,,EUR,Exento
003280,PL7272683560,ORMAZABAL POLSKA SP. Z O. O.,"95-100 Zgierz, ul. Struga 23",,REGON 100231251,,+48 42) 659 36,,Polonia,PL,,,EUR,U.E.
003281,B23629306,TORRES Y TORRES MECA-SOLAR S L,Avda de Forja S/N        Polg,Jaén,MARTOS,23600,,,,ES,,Contado,EUR,General
003282,8460000422,TOFAS TÜRK OTOMOBIL FABRIKASI A.S,BÜYÜKDERE CAD NO 145,,80600 ZINCIRLIKUYU/I STAMBUL,,(212) 275 33 90,,Turquía,TR,,,EUR,Exento
003283,A08277345,EMS SEVEN SEAS (SPAIN) S.A.,POLIGONO INDUSTRIAL PALMONES I,Cádiz,LOS BARRIOS,11379,,,España,ES,,Contado,EUR,General
003284,B12526489,"JOMATRAC, S.L.","Pol. Ind. Fadrell, Bulevar de",Castellón / Castelló,CASTELLON DE LA PLANA,12005,964 251 666,,España,ES,,,EUR,General
003285,B27734631,GLOBALMAR SEALAND S.L.,POL.IND.- A PASAXE. C/ OUTEIRO,Pontevedra,VINCIOS - GONDOMAR -36.316 PON,36316,986468980,,España,ES,,,EUR,General
003286,B84995711,SUYFA DEFENCE,C/ RONDA DE PONIENTE 1-A PI PE,Cádiz,CHICLANA,11130,956110293,,España,ES,,,EUR,General
003287,RO 1151753,VOESTALPINE VAE APCAROM S.A.,"BRAILEI STREER, 2",,BUZAU,,+40/238/721675,,Rumanía,RO,,,EUR,U.E.
003288,B87479077,HIAB IBERIA S.L.U.,C/LIMITE S/N. POL. IND LAS FRO,Madrid,TORREJON DE ARDOZ,28850,,,España,ES,,,EUR,General
003289,,CAJA RURAL DE NAVARRA SOCIEDAD COOPERATIVA,PLAZA DE LOS FUEROS 1,Navarra,PAMPLONA,31003,,,España,ES,,,EUR,General
003290,,MOVIMIENTOS SIDERURGICOS NERVION S.L.,C/ ALAMEDA REKALDE 27 - 6º,Vizcaya,BILBAO,48000,,,España,ES,,Contado,EUR,General
003291,B78495256,"MULTITRADE SPAIN, S.L.","Passeig del Ferrocarril 335, B",Barcelona,CASTELLDEFELS,08860,93 396 50 20,,España,ES,,,EUR,General
003292,B45224482,"PREFABRICADOS UNIBLOK, S.L.U.","C/de Seseña, s/n",Toledo,SESEÑA,45223,918 957 883,,España,ES,,,EUR,General
003293,B91042044,"LATECOERE SERVICES IBERIA, S.L.",Parque Tecnológico Aeroespacia,Sevilla,LA RINCONADA,41300,,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003294,A48765937,FUNDICIONES FUMBARRI DURANGO S.A,Bº SAN ROKE 22. APARTADO 67,Vizcaya,DURANGO,48200,946217120,COMPRAS@FUMBARRI.COM,,ES,,,EUR,General
003295,A38318218,"BERNHARD SCHULTE CANARIAS, S.A.U.","Unión Artística El Cabo, 5 - E",Sta. Cruz de Tenerife,SANTA CRUZ DE TENERIFE,38003,922 53 26 21,,España,ES,,,EUR,Exento
003296,B86175056,"CONTROLTEC INGENIERIA, S.L.",C/Alcalde Luis Silvela N1 1C,Madrid,MADRID,28022,91 1105319,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003297,B24540783,INOXIDABLES DEL ORBIGO SL,C/ REAL 125,León,VILLORIA DE ORBIGO,LEON,,,,ES,,Contado,EUR,General
003298,J06662746,TIBACAR CARRETILLAS SC,C/ ELECTRICIDAD 4,Badajoz,ALMENDRALEJO,06200,,,España,ES,,,EUR,General
003299,PT505282801,BLUEPHARMA INDUSTRIA FARMACEUTICA S.A.,Rua da Bayer,,Sao Marthinho do Bispo,3045-,,,Portugal,PT,,Contado,EUR,General
003300,510872646,"WEST SEA , ESTALEIROS NAVAIS LDA",AVENIDA DA PPRAIA NORTE S/N,,VIANA DO CASTELO,,,,Portugal,PT,,Contado,EUR,U.E.
003301,,ISONELL S.L. (GRUPO GADABI S.L),POL IND DE ALAVA S/N,Álava,MURGA,01479,945399210,INFO@ISSONELL.NET,España,ES,,Transferencia a 60 días f.f.,EUR,General
003302,DE209487503,R&M SHIP TECNOLOGIES GMBH,Schellerdamm 22-24,,21079 Hamburg/Germany,,,,,,,Contado,EUR,U.E.
003303,,FRIENDLY PARKING SYSTEMS LTD,KADIMA INDUSTRIAL,,ISRAEL,ISRAE,,,,,,Contado,EUR,En exportación
003304,A36610541,RODMAN POLYSHIPS SA,POL IND LA BORNA,Pontevedra,MEIRA-MOAÑA,36955,986 393 983,,España,ES,,,EUR,General
003305,A58402165,"COMFORSA - COMERCIAL DE LA FORJA, S.A.","C/Muntaner, 200, Entresol 4t",Barcelona,BARCELONA,08036,972 712171,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003306,B78924016,"TALLERES J.H.L., S.L.","C/Los Peces, 6",Madrid,Torrejón de Ardoz,28850,91 656 38 42,jhl@torfre.com,España,ES,,Transferencia a 60 días f.f.,EUR,General
003307,,MARINA BARCELONA 92,,,,,,,España,ES,,,EUR,General
003308,,"DISHECO, S.A.",,,,,,,España,ES,,,EUR,General
003309,52062422J,WILLIAM HERRERA MUSIBAY,C/Alcalde Pedro González Gonzá,Madrid,Leganés,28914,,,España,ES,,Contado,EUR,General
003310,,ISRAEL AEROSPACE INDUSTRIES LTD  (IAI),Ben Gurion Int'l Airport,,,,,tlestny@iai.co.il,,,,Transferencia a 60 días f.f.,EUR,Exento
003311,,AGENCIA ESTATAL DE ADMINISTRACION TRIBUTARIA (VIGILANCIA ADUANERA),"AVDA. PORTO DA CORUÑA, 11-1º",La Coruña / A Coruña,A CORUÑA,15006,981 12 65 63,,España,ES,,Contado,EUR,General
003312,DE286406368,"MCE GMBH, NIEDERLASSUNG BREMEN",BRUCHWEIDE 3,Extranjero,28307 BREMEN,28,,RECHNUNGSEINGANG.MCE@BILFINGER.COM,Alemania,DE,,Pago a 45 días f.f.,EUR,U.E.
003313,B87231684,GRI - GESTAMP TOWERS SEVILLA S.L.,C/ OMBU 3,Madrid,MADRID,28045,,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003314,A28093524,SANTA BARBARA SISTEMAS S.A.,CTRA SE-208 KM.2,Sevilla,ALCALA DE GUADAIRA,41500,,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003315,A20016440,"ABC COMPRESSORS. ARIZAGA, BASTARRICA Y CÍA, S.A.",POL IND. AZITAIN Nº 6,Guipúzcoa,EIBAR,20600,943820400,abc@abc-compressors.com,,ES,,,EUR,General
003316,A04117297,COSENTINO,CARRETERA A-334 BAZA A HUERCAL,Almería,CANTORIA,04850,,,España,ES,,,EUR,General
003317,,DELL FINANCIAL SERVICES,,Madrid,,,,,,ES,,,EUR,General
003318,A58806167,"FICOMIRRORS, S.A.","Av. Gran Via Carlos III, 98, P",Barcelona,08028 Barcelona (España),08028,,,España,ES,,,EUR,General
003319,B-03289485,Excursiones Marítimas Benidorm S.L.,C/ Paseo de Colón s/n,Madrid,Benidorm -Alicante.,,638.555.523,,España,ES,,Contado,EUR,General
003320,,OSKAR OZKARIZ BOHADA (SUMETEC),C/ STA ISABEL 9-5,Madrid,BILBAO,48003,,,España,ES,,Contado,EUR,General
003322,,ELBIT SYSTEMS CYCLONE,BAR LEV INDUSTRIAL PARK P.O.B.,Madrid,KARMIEL 20100,,,,,ES,,Pago a 60 días f.f.,EUR,Exento
003323,A33047358,FABRICACIONES DEL AZUCAR S.A.,POL INDUSTRIAL DE LEON C/2 PAR,León,ONZONILLA,24231,,,España,ES,,Contado,EUR,General
003324,24671576,SOLAR TURBINES EAME S.R.O,LAURINOVA 2800/4,Madrid,155 00 PARHA 13,,,,,ES,,Transferencia a 60 días f.f.,EUR,Exento
003325,A28006377,"SIEMENS, S.A.","Ronda de Europa, 5",Madrid,TRES CANTOS,28760,91 514 4525,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003326,,ABDEL HADI ABDULLAH AL-QAHTANI & SONS COMAPY,P.O. Box 20,Extranjero,DAMMAM,31411,,,Emiratos Arabes,AE,,Contado,USD,Exento
003327,B61050373,POCLAIN HYDRAULICS SPAIN,C/ ISAAC PERAL Nº8 -10 LOCAL N,Barcelona,SANT JUST DESVERN,08960,,,España,ES,,Contado,EUR,General
003328,A32257123,COASA,PARQUE TECNOLOGICO DE GALICIA,Madrid,SAN CIBRAO DAS VIÑAS,,,,,ES,,Transferencia a 60 días f.f.,EUR,General
003329,A91067918,AERNNOVA ANDALUCÍA ESTRUCTURAS AERONAUTICAS S.A.,P.E.A. AEROPOLIS . C/ CHARLES,Madrid,LA RICONADA -SEVILLA,41309,954115130,,España,ES,,Transferencia a 60 días f.f.,EUR,General
003330,A07014970,"ADDAYA, S.A.","Anuncivay, 24",Islas Baleares / Illes Balears,MAHON,07701,,,España,ES,,Contado,EUR,General
003331,B28054344,"EXTERNALIZACION DE PROCESOS LOGISTICOS, S.L.","Polígono Zona Franca, Sector C",Barcelona,BARCELONA,08040,,,España,ES,,,EUR,General
003332,CHE-107430655,APCO TECHNOLOGIES S.A.,CHEMIN DE CHAMPEX 10 CH-1860,Extranjero,AIGLE,,41 (0) 24 468 9,,,CH,,Transferencia a 60 días f.f.,EUR,General
003333,PT 501552960,"NOGARPORT, LDA",EDIF. DA COMUNIDADE PORTUARIA-,Extranjero,VIANA DO CASTELO. 4935-174 VIA,,,,,IT,,Transferencia a 60 días f.f.,EUR,General
003334,PT 5501552960,"NOGARPORT, LDA",EDIF DA COMUNIDADE PORTUARIA-S,Extranjero,VIANA DO CASTELO 4935-174 VIAN,,,,,IT,,Transferencia a 60 días f.f.,EUR,U.E.
003335,B-36030179,DROGAS VIGO S.L.,"CTRA  A SALCEDA, 23",Pontevedra,PORRIÑO,36418,986344082,,España,ES,,Contado,EUR,General
003336,EEW930121414,EUWE EUGEN WAXLER DE MEXICO S.A. DE C.V.,APARTADO POSTAL 115,Extranjero,"APIZACO, TIAXCALA",90300,+52 2414188500,info@euwe.com.mx,Méjico,MX,,Contado,EUR,Exento
003337,,SERMET SRL,VIA PRIVATA BERETTA 3,Extranjero,MEDOLAGO,24030,,,Italia,IT,,,EUR,U.E.
003338,RO18636,METAPLAST SRL,"Str Racari Nr. 5, Hala Product",Extranjero,BUCURESTI - ZIP CODE 031827,,+40 245204105,,Rumanía,RO,,Contado,EUR,U.E.
